doi	received	accepted	published
10.1371/journal.pgen.1000420	2008-08-20	2009-02-12	2009-03-13
10.1371/journal.pbio.1001946	2014-04-28	2014-07-31	2014-09-09
10.1371/journal.pntd.0002522	2013-04-02	2013-09-24	2013-10-31
10.1371/journal.ppat.1002261	2011-03-24	2011-07-22	2011-09-29
10.1371/journal.pgen.1000245	2008-06-19	2008-09-30	2008-11-07
10.1371/journal.pntd.0000500	2008-10-15	2009-07-13	2009-08-11
10.1371/journal.pmed.1001268	2012-02-09	2012-06-01	2012-07-17
10.1371/journal.pone.0057008	2012-11-02	2013-01-16	2013-02-25
10.1371/journal.ppat.1000203	2008-04-25	2008-10-14	2008-11-14
10.1371/journal.pbio.1001964	2014-02-05	2014-08-28	2014-10-07
10.1371/journal.pone.0047396	2012-06-02	2012-09-12	2012-11-28
10.1371/journal.pbio.1001743	2013-05-23	2013-11-13	2013-12-31
10.1371/journal.pgen.1003053	2012-04-16	2012-09-06	2012-11-29
10.1371/journal.pone.0119773	2014-10-07	2015-02-01	2015-04-15
10.1371/journal.ppat.1004067	2013-07-05	2014-02-27	2014-05-01
10.1371/journal.ppat.1003773	2013-01-22	2013-10-02	2013-11-21
10.1371/journal.pgen.1000234	2008-08-08	2008-09-22	2008-10-24
10.1371/journal.ppat.1000684	2009-06-10	2009-11-05	2009-12-04
10.1371/journal.pone.0026274	2011-06-13	2011-09-23	2011-12-15
10.1371/journal.pcbi.1002563	2011-07-13	2012-05-04	2012-07-12
10.1371/journal.pone.0053274	2012-09-27	2012-11-27	2013-01-04
10.1371/journal.pone.0044435	2012-03-04	2012-08-03	2012-09-19
10.1371/journal.pone.0075460	2013-06-19	2013-08-16	2013-09-25
10.1371/journal.pmed.1000328	2010-01-19	2010-07-09	2010-08-17
10.1371/journal.pgen.1000556	2009-01-27	2009-06-10	2009-07-10
10.1371/journal.pbio.1001346	2012-02-14	2012-05-08	2012-06-19
10.1371/journal.pcbi.1001048	2009-11-02	2010-12-02	2011-01-20
10.1371/journal.pmed.1001768	2013-09-13	2014-11-03	2014-12-16
10.1371/journal.pgen.1004024	2013-05-22	2013-10-29	2013-12-19
10.1371/journal.pgen.0020004	2005-10-26	2005-11-30	2006-01-13
10.1371/journal.pntd.0001377	2010-12-05	2011-09-13	2011-12-13
10.1371/journal.pntd.0000380	2008-10-13	2009-01-20	2009-02-17
10.1371/journal.pone.0016043	2010-10-17	2010-12-03	2011-01-17
10.1371/journal.pntd.0001266	2011-02-28	2011-06-21	2011-08-09
10.1371/journal.pntd.0003628	2014-11-13	2015-02-19	2015-03-16
10.1371/journal.pone.0034829	2011-11-27	2012-03-06	2012-04-10
10.1371/journal.ppat.1000016	2007-10-15	2008-01-30	2008-03-07
10.1371/journal.ppat.1003525	2012-06-06	2013-06-14	2013-08-15
10.1371/journal.pgen.1000113	2007-08-22	2008-05-30	2008-07-04
10.1371/journal.pmed.1000289	2010-02-15	2010-04-29	2010-06-08
10.1371/journal.pmed.1001745	2014-03-08	2014-09-11	2014-10-21
10.1371/journal.pone.0117064	2014-08-21	2014-12-17	2015-02-06
10.1371/journal.pbio.1000107	2008-06-23	2009-03-26	2009-05-26
10.1371/journal.ppat.1000003	2007-11-27	2008-01-16	2008-02-29
10.1371/journal.pbio.1002135	2014-12-12	2015-03-18	2015-04-27
10.1371/journal.pmed.0030270	2006-02-13	2006-04-26	2006-07-18
10.1371/journal.ppat.1004240	2013-11-21	2014-05-27	2014-07-17
10.1371/journal.pgen.1004931	2014-08-25	2014-12-01	2015-01-08
10.1371/journal.pbio.1000513	2010-02-23	2010-08-27	2010-10-12
10.1371/journal.pone.0093420	2013-12-23	2014-03-04	2014-04-03
10.1371/journal.pgen.0020065	2005-09-09	2006-03-17	2006-04-28
10.1371/journal.pntd.0001841	2012-06-25	2012-08-16	2012-09-27
10.1371/journal.pmed.1001773	2014-04-13	2014-11-18	2014-12-30
10.1371/journal.pone.0007244	2009-04-07	2009-08-19	2009-09-29
10.1371/journal.ppat.1002435	2011-03-02	2011-10-29	2011-12-08
10.1371/journal.pgen.1000426	2008-11-14	2009-02-17	2009-03-20
10.1371/journal.pgen.1003774	2013-01-09	2013-07-24	2013-09-05
10.1371/journal.pone.0102559	2014-02-17	2014-06-19	2014-07-16
10.1371/journal.pbio.1001302	2011-08-31	2012-02-23	2012-04-10
10.1371/journal.pgen.1001038	2009-12-30	2010-06-23	2010-07-29
10.1371/journal.pntd.0003123	2014-03-26	2014-07-17	2014-09-04
10.1371/journal.pone.0077149	2012-12-22	2013-08-31	2013-10-23
10.1371/journal.pntd.0003639	2014-08-05	2015-02-24	2015-03-20
10.1371/journal.pone.0082959	2013-03-28	2013-10-30	2014-01-29
10.1371/journal.ppat.1002249	2011-04-28	2011-07-20	2011-10-20
10.1371/journal.pmed.0050148	2007-12-20	2008-05-23	2008-07-08
10.1371/journal.pgen.1003775	2013-01-10	2013-07-23	2013-09-19
10.1371/journal.ppat.1000315	2008-07-24	2009-01-26	2009-02-27
10.1371/journal.pmed.1001044	2010-10-28	2011-04-28	2011-06-14
10.1371/journal.pgen.1004782	2014-06-09	2014-09-26	2014-11-06
10.1371/journal.pcbi.1002199	2011-05-10	2011-07-30	2011-10-13
10.1371/journal.pntd.0000782	2009-11-20	2010-07-02	2010-08-03
10.1371/journal.pgen.1003176	2012-08-02	2012-10-31	2013-01-03
10.1371/journal.pgen.1004634	2014-02-12	2014-07-29	2014-09-11
10.1371/journal.ppat.1002182	2010-12-07	2011-06-12	2011-07-28
10.1371/journal.pgen.1001079	2010-03-29	2010-07-22	2010-08-26
10.1371/journal.pmed.1001212	2011-09-02	2012-03-22	2012-05-01
10.1371/journal.pmed.1001688	2014-01-16	2014-06-25	2014-08-05
10.1371/journal.pntd.0003072	2014-02-28	2014-06-23	2014-10-02
10.1371/journal.pgen.0030207	2007-07-04	2007-10-04	2007-11-23
10.1371/journal.pone.0066169	2013-03-05	2013-05-04	2013-06-13
10.1371/journal.ppat.1001152	2010-03-31	2010-09-13	2010-10-14
10.1371/journal.ppat.1000244	2008-07-07	2008-11-18	2008-12-19
10.1371/journal.ppat.1002952	2012-05-29	2012-08-23	2012-09-27
10.1371/journal.pcbi.1002480	2011-11-30	2012-03-05	2012-04-12
10.1371/journal.ppat.1003506	2012-05-01	2013-06-03	2013-08-22
10.1371/journal.pcbi.1000726	2009-07-28	2010-02-26	2010-04-01
10.1371/journal.pntd.0001490	2011-10-25	2011-12-09	2012-01-31
10.1371/journal.pcbi.1002098	2010-09-23	2011-05-08	2011-07-21
10.1371/journal.ppat.1001266	2010-08-26	2010-12-30	2011-02-03
10.1371/journal.pgen.1000191	2008-06-23	2008-08-05	2008-09-12
10.1371/journal.pcbi.1002388	2011-08-01	2011-12-30	2012-02-23
10.1371/journal.pgen.1002697	2011-12-29	2012-03-20	2012-05-24
10.1371/journal.pntd.0002925	2014-01-22	2014-04-19	2014-06-05
10.1371/journal.pntd.0003385	2014-07-27	2014-10-30	2014-12-11
10.1371/journal.pone.0021040	2011-03-04	2011-05-17	2011-06-21
10.1371/journal.ppat.1000849	2009-09-04	2010-03-08	2010-04-08
10.1371/journal.pntd.0000535	2009-05-06	2009-09-24	2009-10-06
10.1371/journal.pcbi.1002990	2012-09-05	2013-01-28	2013-03-21
10.1371/journal.pmed.0040269	2007-01-15	2007-07-25	2007-09-04
10.1371/journal.pmed.0030121	2005-10-14	2005-12-21	2006-03-07
10.1371/journal.pone.0099761	2014-02-24	2014-05-17	2014-06-13
10.1371/journal.ppat.1003192	2012-07-06	2012-12-28	2013-02-28
10.1371/journal.pcbi.1003443	2013-06-13	2013-11-23	2014-02-06
10.1371/journal.pbio.1001197	2011-04-01	2011-10-06	2011-11-15
10.1371/journal.ppat.1001070	2010-03-08	2010-07-26	2010-08-26
10.1371/journal.pmed.0050080	2007-05-21	2008-02-15	2008-04-08
10.1371/journal.pntd.0002977	2013-12-19	2014-05-12	2014-07-17
10.1371/journal.pgen.1002583	2011-09-16	2012-01-20	2012-03-15
10.1371/journal.pmed.1000114	2008-10-08	2009-06-17	2009-07-28
10.1371/journal.pgen.1002924	2012-04-26	2012-07-05	2012-09-20
10.1371/journal.ppat.0020097	2005-12-27	2006-08-07	2006-09-22
10.1371/journal.pone.0054697	2012-09-05	2012-12-14	2013-02-12
10.1371/journal.pone.0095330	2013-11-28	2014-03-26	2014-05-22
10.1371/journal.ppat.1004160	2013-12-18	2014-04-20	2014-06-12
10.1371/journal.pbio.1001795	2013-08-01	2014-01-14	2014-02-25
10.1371/journal.pone.0112913	2014-06-03	2014-10-16	2014-12-03
10.1371/journal.pmed.1001823	2014-01-21	2015-03-27	2015-04-28
10.1371/journal.pgen.1002407	2011-07-08	2011-10-20	2011-12-01
10.1371/journal.pcbi.1003557	2013-05-30	2014-02-17	2014-04-03
10.1371/journal.pone.0048363	2012-05-15	2012-09-24	2012-10-26
10.1371/journal.pntd.0002612	2013-09-23	2013-11-14	2014-01-02
10.1371/journal.pmed.1000201	2009-03-31	2009-11-10	2009-12-22
10.1371/journal.pmed.0040174	2006-11-06	2007-03-19	2007-05-22
10.1371/journal.pntd.0000215	2007-06-20	2008-02-19	2008-04-09
10.1371/journal.pgen.1001007	2009-10-08	2010-05-27	2010-07-08
10.1371/journal.pmed.1001112	2011-03-13	2011-09-15	2011-10-25
10.1371/journal.pgen.1003907	2013-04-12	2013-09-03	2013-10-31
10.1371/journal.ppat.1004874	2015-02-03	2015-04-12	2015-05-20
10.1371/journal.pone.0092008	2013-09-10	2014-02-19	2014-03-19
10.1371/journal.pmed.0010018	2004-05-07	2004-08-16	2004-10-19
10.1371/journal.pbio.1002155	2014-10-03	2015-04-15	2015-05-26
10.1371/journal.ppat.1002226	2010-06-17	2011-07-05	2011-09-01
10.1371/journal.pmed.1001425	2012-10-14	2013-03-05	2013-04-16
10.1371/journal.pntd.0002503	2013-05-01	2013-09-13	2013-11-14
10.1371/journal.pone.0018191	2010-10-12	2011-02-28	2011-03-29
10.1371/journal.pcbi.1000708	2009-05-11	2010-02-05	2010-03-12
10.1371/journal.pgen.1000031	2007-09-30	2008-02-11	2008-03-21
10.1371/journal.pntd.0002443	2013-03-12	2013-08-12	2013-09-19
10.1371/journal.pntd.0000298	2008-04-17	2008-08-22	2008-09-24
10.1371/journal.pgen.1003586	2012-11-14	2013-05-07	2013-07-18
10.1371/journal.pmed.1000090	2008-08-19	2009-04-27	2009-06-09
10.1371/journal.ppat.1002705	2011-12-12	2012-04-01	2012-05-17
10.1371/journal.ppat.1000948	2009-07-23	2010-05-10	2010-06-10
10.1371/journal.pntd.0003117	2014-01-07	2014-07-15	2014-08-28
10.1371/journal.pcbi.1001132	2010-04-05	2011-04-04	2011-05-05
10.1371/journal.pntd.0003230	2014-05-29	2014-08-29	2014-10-16
10.1371/journal.pbio.1001225	2011-06-01	2011-11-14	2011-12-27
10.1371/journal.pntd.0000492	2009-03-27	2009-06-26	2009-07-28
10.1371/journal.ppat.1000497	2009-03-13	2009-06-03	2009-07-10
10.1371/journal.pntd.0002215	2013-12-31	2013-04-02	2013-05-16
10.1371/journal.pntd.0003820	2014-07-28	2015-05-10	2015-05-29
10.1371/journal.ppat.1003719	2012-12-26	2013-09-05	2013-11-14
10.1371/journal.pgen.1001106	2009-04-27	2010-08-02	2010-09-09
10.1371/journal.ppat.1004507	2014-06-03	2014-10-08	2014-12-04
10.1371/journal.pntd.0001894	2012-06-01	2012-09-24	2012-11-29
10.1371/journal.pmed.0020172	2004-12-22	2005-04-22	2005-06-28
10.1371/journal.ppat.1003297	2012-11-29	2013-02-24	2013-04-18
10.1371/journal.pbio.1000138	2009-02-02	2009-05-15	2009-06-30
10.1371/journal.pcbi.1000924	2010-04-19	2010-08-09	2010-09-09
10.1371/journal.pcbi.1000518	2009-03-24	2009-08-25	2009-09-25
10.1371/journal.pgen.0030197	2007-05-11	2007-09-26	2007-11-09
10.1371/journal.pntd.0002573	2013-06-13	2013-10-21	2013-12-05
10.1371/journal.pcbi.1000957	2010-05-14	2010-09-14	2010-11-04
10.1371/journal.pntd.0003445	2014-09-20	2014-11-25	2015-01-08
10.1371/journal.pcbi.0030142	2007-03-02	2007-06-05	2007-07-20
10.1371/journal.pmed.1001618	2013-05-14	2014-02-05	2014-03-18
10.1371/journal.pone.0106284	2014-05-11	2014-08-03	2014-08-29
10.1371/journal.pcbi.1001061	2010-07-22	2010-12-17	2011-01-20
10.1371/journal.ppat.1003370	2012-03-10	2013-04-04	2013-06-06
10.1371/journal.pmed.1001042	2010-11-03	2011-04-21	2011-06-07
10.1371/journal.pbio.1002103	2014-07-13	2015-02-11	2015-03-26
10.1371/journal.pntd.0000511	2009-01-26	2009-07-30	2009-09-08
10.1371/journal.pgen.1000393	2008-08-27	2009-01-27	2009-02-27
10.1371/journal.pgen.1002055	2010-11-03	2011-03-12	2011-04-28
10.1371/journal.pcbi.0020014	2005-07-07	2006-01-17	2006-02-24
10.1371/journal.ppat.1003722	2013-06-05	2013-09-08	2013-12-05
10.1371/journal.pone.0075043	2013-05-13	2013-08-08	2013-10-02
10.1371/journal.pcbi.1000155	2008-04-01	2008-07-10	2008-08-22
10.1371/journal.pgen.0040012	2007-09-10	2007-12-04	2008-01-18
10.1371/journal.ppat.0030041	2006-10-23	2007-02-06	2007-03-23
10.1371/journal.pbio.1002114	2014-12-22	2015-02-23	2015-04-02
10.1371/journal.pcbi.1000977	2010-02-25	2010-09-27	2010-11-04
10.1371/journal.pgen.1002876	2012-03-15	2012-06-19	2012-08-16
10.1371/journal.pntd.0003627	2014-10-28	2015-02-19	2015-03-23
10.1371/journal.pbio.1001651	2013-01-21	2013-07-31	2013-09-10
10.1371/journal.ppat.1000160	2008-02-29	2008-08-21	2008-09-26
10.1371/journal.pone.0091791	2013-10-31	2014-02-13	2014-03-13
10.1371/journal.pone.0055412	2012-05-30	2012-12-22	2013-01-30
10.1371/journal.pgen.1002700	2011-09-23	2012-03-26	2012-05-10
10.1371/journal.pgen.1002284	2011-02-24	2011-07-29	2011-10-06
10.1371/journal.pcbi.1002279	2011-03-11	2011-10-04	2011-12-15
10.1371/journal.pbio.1002126	2014-08-14	2015-03-10	2015-04-17
10.1371/journal.pcbi.1004209	2014-05-30	2015-02-24	2015-05-13
10.1371/journal.pntd.0002987	2014-02-19	2014-05-17	2014-07-10
10.1371/journal.pone.0060981	2012-08-07	2013-03-06	2013-04-08
10.1371/journal.ppat.0020081	2006-05-31	2006-07-06	2006-08-18
10.1371/journal.pgen.1004600	2014-03-25	2014-07-13	2014-09-25
10.1371/journal.pmed.1000010	2008-01-10	2008-11-19	2009-01-13
10.1371/journal.ppat.1004265	2014-03-15	2014-06-06	2014-07-24
10.1371/journal.pntd.0001244	2010-10-23	2011-06-03	2011-07-19
10.1371/journal.ppat.1000048	2008-02-01	2008-03-20	2008-04-18
10.1371/journal.pgen.1005243	2015-02-09	2015-04-26	2015-05-22
10.1371/journal.pcbi.1003045	2012-12-06	2013-03-15	2013-04-25
10.1371/journal.pcbi.1002577	2011-11-08	2012-05-08	2012-06-21
10.1371/journal.ppat.1003426	2012-10-04	2013-05-01	2013-06-13
10.1371/journal.pgen.1000968	2009-11-24	2010-04-22	2010-05-27
10.1371/journal.pgen.0030063	2006-11-02	2007-03-05	2007-04-20
10.1371/journal.pbio.1000466	2009-11-23	2010-07-19	2010-08-31
10.1371/journal.ppat.1002890	2012-03-28	2012-07-17	2012-08-23
10.1371/journal.pone.0073804	2012-12-27	2013-07-24	2013-09-16
10.1371/journal.pone.0090066	2013-10-10	2014-01-29	2014-03-03
10.1371/journal.pone.0061265	2013-01-21	2013-03-07	2013-05-07
10.1371/journal.pmed.1001780	2014-07-25	2014-12-10	2015-01-29
10.1371/journal.pbio.1001703	2013-05-07	2013-09-24	2013-11-05
10.1371/journal.pbio.1001076	2011-02-16	2011-04-26	2011-06-07
10.1371/journal.pcbi.1004204	2014-06-19	2015-02-19	2015-04-22
10.1371/journal.pmed.1000202	2009-02-05	2009-11-04	2010-01-12
10.1371/journal.pone.0095302	2013-10-21	2014-03-26	2014-04-28
10.1371/journal.pgen.1002071	2011-02-11	2011-03-27	2011-05-26
10.1371/journal.ppat.0030189	2007-08-21	2007-10-26	2007-12-07
10.1371/journal.pmed.1001150	2011-01-18	2011-11-14	2011-12-27
10.1371/journal.ppat.1003591	2013-04-16	2013-07-19	2013-08-29
10.1371/journal.pntd.0000532	2009-04-07	2009-09-16	2009-10-20
10.1371/journal.pone.0106293	2014-06-26	2014-07-29	2014-09-05
10.1371/journal.pbio.1001717	2013-06-05	2013-10-03	2013-11-26
10.1371/journal.pone.0126005	2015-03-03	2015-03-21	2015-05-11
10.1371/journal.pmed.0030477	2006-01-31	2006-09-28	2006-12-19
10.1371/journal.pgen.1004688	2014-04-09	2014-08-19	2014-10-30
10.1371/journal.pcbi.1002881	2012-09-04	2012-11-29	2013-01-17
10.1371/journal.ppat.0040039	2007-06-11	2008-01-07	2008-02-15
10.1371/journal.pcbi.1000257	2008-09-02	2008-11-18	2009-01-02
10.1371/journal.pcbi.1001060	2010-01-07	2010-12-17	2011-01-27
10.1371/journal.pmed.1001742	2014-02-11	2014-08-19	2014-10-07
10.1371/journal.pcbi.1003507	2013-08-29	2014-01-10	2014-03-27
10.1371/journal.pcbi.1003518	2013-09-25	2014-02-01	2014-03-13
10.1371/journal.pmed.0040018	2006-05-04	2006-11-09	2007-01-16
10.1371/journal.pcbi.1002470	2011-12-12	2012-02-24	2012-04-26
10.1371/journal.pone.0061768	2012-12-21	2013-03-13	2013-04-22
10.1371/journal.pgen.1000871	2009-04-22	2010-02-03	2010-03-05
10.1371/journal.pgen.1002251	2011-01-19	2011-06-22	2011-09-01
10.1371/journal.pone.0098155	2013-12-12	2014-04-29	2014-06-20
10.1371/journal.pmed.0020123	2004-09-17	2005-03-04	2005-05-31
10.1371/journal.ppat.1003524	2013-02-14	2013-06-12	2013-08-08
10.1371/journal.pone.0012311	2010-03-10	2010-07-27	2010-08-19
10.1371/journal.pntd.0001564	2011-11-29	2012-01-27	2012-03-13
10.1371/journal.pone.0089957	2013-10-31	2014-01-25	2014-02-24
10.1371/journal.pone.0061932	2012-09-04	2013-03-18	2013-05-07
10.1371/journal.ppat.1003459	2012-10-10	2013-05-13	2013-06-27
10.1371/journal.pcbi.1002263	2011-06-09	2011-09-23	2011-11-10
10.1371/journal.pntd.0003419	2014-03-06	2014-11-15	2015-02-02
10.1371/journal.ppat.1002403	2011-06-14	2011-10-11	2011-12-01
10.1371/journal.pgen.1002532	2011-07-21	2011-12-23	2012-02-23
10.1371/journal.pone.0101226	2014-04-28	2014-06-04	2014-07-11
10.1371/journal.pone.0067757	2013-01-31	2013-05-22	2013-07-02
10.1371/journal.pone.0071186	2013-01-29	2013-06-28	2013-08-12
10.1371/journal.pbio.1001099	2010-10-28	2011-05-26	2011-07-12
10.1371/journal.pntd.0001944	2012-06-05	2012-10-24	2012-12-20
10.1371/journal.ppat.1004851	2014-05-21	2015-04-03	2015-04-22
10.1371/journal.pbio.1002129	2014-10-27	2015-03-13	2015-04-10
10.1371/journal.pbio.1001684	2013-01-28	2013-09-10	2013-10-22
10.1371/journal.pmed.1001796	2013-12-19	2015-01-23	2015-03-03
10.1371/journal.pmed.1001568	2012-10-09	2013-10-23	2013-12-10
10.1371/journal.pntd.0000556	2009-06-01	2009-10-20	2009-12-01
10.1371/journal.ppat.1001291	2010-04-14	2011-01-12	2011-02-17
10.1371/journal.pgen.1003313	2012-08-07	2012-12-22	2013-02-28
10.1371/journal.pgen.0030227	2007-07-16	2007-11-05	2007-12-28
10.1371/journal.pntd.0001931	2012-04-10	2012-10-16	2013-01-24
10.1371/journal.pone.0040638	2012-02-07	2012-06-11	2012-07-06
10.1371/journal.pbio.1001803	2013-08-30	2014-01-21	2014-03-04
10.1371/journal.pntd.0003302	2014-03-27	2014-09-29	2014-11-20
10.1371/journal.ppat.1001307	2010-09-02	2011-01-28	2011-03-03
10.1371/journal.ppat.1002939	2012-04-24	2012-08-16	2012-10-18
10.1371/journal.ppat.1004949	2015-01-21	2015-05-11	2015-06-01
10.1371/journal.pbio.1001239	2011-06-17	2011-11-23	2012-01-10
10.1371/journal.pgen.1004656	2014-01-30	2014-08-07	2014-09-25
10.1371/journal.ppat.1003866	2013-06-12	2013-11-20	2014-07-03
10.1371/journal.pntd.0001779	2012-02-08	2012-07-02	2012-08-14
10.1371/journal.pbio.1000402	2009-12-21	2010-05-13	2010-06-22
10.1371/journal.pgen.1002648	2011-09-07	2012-02-24	2012-04-19
10.1371/journal.pbio.1001320	2011-07-05	2012-03-21	2012-05-01
10.1371/journal.pone.0051964	2012-08-23	2012-11-09	2012-12-14
10.1371/journal.pone.0086465	2013-10-16	2013-12-11	2014-01-20
10.1371/journal.pcbi.1002497	2011-12-07	2012-03-12	2012-04-26
10.1371/journal.pntd.0001458	2011-06-17	2011-11-18	2012-01-17
10.1371/journal.pbio.1001886	2013-12-09	2014-05-09	2014-06-17
10.1371/journal.pone.0115430	2014-09-14	2014-11-23	2015-03-10
10.1371/journal.pgen.0020152	2006-06-05	2006-08-02	2006-09-29
10.1371/journal.pgen.1002842	2011-12-05	2012-05-30	2012-08-09
10.1371/journal.pgen.1000849	2009-08-24	2010-01-18	2010-02-19
10.1371/journal.pcbi.1001034	2010-05-12	2010-11-12	2010-12-16
10.1371/journal.pgen.1003179	2012-06-15	2012-11-02	2013-01-10
10.1371/journal.ppat.1000102	2008-02-21	2008-06-12	2008-07-11
10.1371/journal.pntd.0003265	2014-05-04	2014-09-10	2014-10-16
10.1371/journal.pgen.0020110	2005-11-09	2006-05-31	2006-07-14
10.1371/journal.pcbi.1003197	2013-02-08	2013-07-11	2013-08-22
10.1371/journal.pmed.1000337	2010-05-03	2010-07-28	2010-09-07
10.1371/journal.pcbi.0020116	2006-01-26	2006-07-24	2006-09-01
10.1371/journal.pntd.0001957	2012-05-13	2012-10-29	2012-12-06
10.1371/journal.pone.0112943	2014-06-27	2014-10-14	2014-11-11
10.1371/journal.ppat.0020063	2006-01-03	2006-05-12	2006-07-07
10.1371/journal.pntd.0002069	2012-09-16	2013-01-07	2013-02-21
10.1371/journal.pone.0031981	2011-09-18	2012-01-19	2012-02-22
10.1371/journal.pgen.1000441	2008-07-07	2009-03-02	2009-04-03
10.1371/journal.pbio.1000291	2009-09-02	2009-12-11	2010-01-19
10.1371/journal.pntd.0002722	2013-09-23	2014-01-17	2014-02-27
10.1371/journal.pmed.0050038	2007-10-02	2007-12-21	2008-02-26
10.1371/journal.pone.0035781	2012-01-05	2012-03-21	2012-04-26
10.1371/journal.ppat.1000214	2008-05-19	2008-10-21	2008-11-21
10.1371/journal.pcbi.1003113	2013-02-25	2013-05-07	2013-06-13
10.1371/journal.pcbi.1002071	2010-08-05	2011-04-12	2011-06-16
10.1371/journal.ppat.1000790	2009-11-20	2010-01-26	2010-02-12
10.1371/journal.pgen.1004493	2014-01-08	2014-05-21	2014-07-24
10.1371/journal.pntd.0002095	2012-08-07	2013-01-22	2013-03-14
10.1371/journal.pgen.1003665	2013-01-23	2013-06-10	2013-07-25
10.1371/journal.pmed.0020174	2004-12-03	2005-04-27	2005-07-26
10.1371/journal.pmed.0030290	2005-09-13	2006-02-28	2006-06-20
10.1371/journal.ppat.1004647	2014-10-15	2014-12-30	2015-02-13
10.1371/journal.ppat.0040017	2007-07-06	2007-12-17	2008-02-08
10.1371/journal.pone.0053241	2012-06-27	2012-11-27	2013-01-11
10.1371/journal.pgen.1003892	2013-05-23	2013-09-05	2013-10-31
10.1371/journal.pgen.1002470	2011-10-06	2011-11-17	2012-01-26
10.1371/journal.pgen.1000389	2008-03-14	2009-01-21	2009-02-20
10.1371/journal.pmed.0030158	2005-10-11	2006-01-17	2006-04-18
10.1371/journal.pcbi.1002204	2011-06-12	2011-09-03	2011-10-20
10.1371/journal.pmed.1000081	2008-08-15	2009-04-17	2009-05-26
10.1371/journal.pgen.1000237	2008-06-13	2008-09-23	2008-10-24
10.1371/journal.pgen.1003908	2013-04-14	2013-09-11	2013-10-24
10.1371/journal.pgen.1002051	2010-10-21	2011-03-02	2011-04-28
10.1371/journal.pone.0127756	2015-01-15	2015-04-19	2015-06-10
10.1371/journal.pcbi.1004247	2015-01-31	2015-03-17	2015-04-21
10.1371/journal.pgen.1003610	2012-12-03	2013-05-20	2013-07-04
10.1371/journal.pntd.0003360	2014-08-03	2014-10-20	2014-12-04
10.1371/journal.pcbi.0030065	2006-07-18	2007-02-22	2007-04-13
10.1371/journal.pgen.1003939	2013-03-05	2013-09-11	2013-11-21
10.1371/journal.pmed.1001725	2014-05-01	2014-07-30	2014-09-16
10.1371/journal.pone.0001598	2007-07-13	2008-01-18	2008-02-13
